id_medicamento,ium,principio_activo,nombre_comercial,forma_farmaceutica,concentracion,unidad_medida,presentacion_comercial,es_combinado
1083,1T1038551000102,TREPROSTINIL,TYVASO,SOLUCION ESTERIL PARA INHALACION ORAL,0.6,MG/ML,"KIT DE MANTENIMIENTO. CADA KIT QUE CONTIENE: UNA (1) CAJA CON 28 AMPOLLAS DE TREPROSTINIL PARA INHALACIÓN ORAL - TYVASO® (SIETE SOBRES DE ALUMINIO QUE CONTIENEN CUATRO AMPOLLAS DE LDPE DE 2,9 ML CADA UNO), UN (1) SISTEMA DE REGISTRO DEL TRATAMIENTO, TREINTA Y DOS (32) POCILLOS DE MEDICAMENTO, UN (1) SET DE CONJUNTO SUPERIOR DEL SISTEMA DE INHALACIÓN (CONJUNTO SUPERIOR, PIEZA DE INHALACIÓN, BOQUILLA Y DOS (2) CARTUCHOS DE FILTRO), DOS (2) TAPONES PARA ALMACENAMIENTO ENTRE SESIONES DE TRATAMIENTO, Y SESENTA Y CINCO (65) MEMBRANAS DE FILTRO.",0
1084,1T1039731000100,TRASTUZUMAB DERUXTECAN,ENHERTU,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,100,MG,CAJAS X 1 VIAL,0
1085,1T1041301000100,TRASTUZUMAB DERUXTECAN,ENHERTU,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,100,MG,CAJAS X 1 VIAL,0
1086,1T1041681000100,TECOVIRIMAT,TPOXX,CAPSULA,200,MG,FRASCOS POR 42 CAPSULAS,0
1087,1T1049311002100,TOBRAMICINA,TOBRAMITEX,SOLUCION PARA INHALAR,60,MG/ML,CAJAS X 56 VIALES X 5 ML,0
1088,1T1049311003100,TOBRAMICINA,TOBRAL,SOLUCION PARA INHALAR,60,MG/ML,CAJAS X 56 AMPOLLAS DE 5 ML,0
1089,1T1049321001100,TOBRAMICINA,BRAMITOB,SOLUCION PARA INHALAR,75,MG/ML,CAJAS X 56 AMPOLLAS DE 4 ML,0
1090,1T1059401000100,MTC OIL TRIGLICERIDOS DE CADENA MEDIA,MCT NM,SOLUCION ORAL,500,ML/U,CAJA X 1 FRASCO X 500 ML,0
1091,1T1061831000100,TREOSULFANO,TRECONDI,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,5000,MG,CAJAS X 1 VIAL,0
1092,1T1061951000100,TEZEPELUMAB,TEZSPIRE,SOLUCION INYECTABLE,110,MG/ML,"CAJA X UNA JERINGA DE 1,91 ML",0
1093,1T1062941000101,TEPOTINIB,TEPMETKO,TABLETA,225,MG,CAJAS X 60 TABLETAS,0
1094,1T1063061000100,TEBENTAFUSP,KIMMTRAK,SOLUCION INYECTABLE,0.2,MG/ML,CAJAS X 1 VIAL X 0.5 ML,0
1095,1T1064401000100,TRIHEPTANOINA,DOJOLVI,SOLUCION ORAL,100/100,ML,CAJA X 1 FRASCO DE 500 ML,0
1096,1U1003171000100,UBIQUINOL LIPOSOMAL - COENZIMA Q-10 - UBIDECARENONA,CYTO Q MAX,SOLUCION,100,MG/ML,BOTELLA POR 170ML,0
1097,1U1003271000100,UBIDECARENONA (UBIQUINOL LIPOSOMAL),CYTO-Q,SOLUCION ORAL,8,MG/ML,CAJAS X 30 SOBRES,0
1098,1U1005691000100,UBIDECARENONA (COENZIMA Q-10),COQ-10,CAPSULA,300,MG,FRASCOS POR 30 CÁPSULAS,0
1099,1U1005691001100,UBIQUINOL (UBIDECARENONA),NO REPORTADO,CAPSULA,300,MG/U,FRASCOS X 60 CÁPSULAS,0
1100,1U1010641000100,UBIDECARENO,COQ-10,CAPSULA,50,MG,FRASCO X 30 CÁPSULAS,0
1101,1U1026361000100,USTEKINUMAB,STELARA,SOLUCION INYECTABLE,90,MG,CAJA X 1 VIAL X 26 ML,0
1102,1U1026391000100,USTEKINUMAB,STELARA,SOLUCION INYECTABLE,130,MG,CAJA X 1 VIAL X 26 ML,0
1103,1V1001401000100,VANDETANIB,CAPRELSA,TABLETA,100,MG,CAJAS X 30 TABLETAS,0
1104,1V1014081000100,VANDETANIB,CAPRELSA,TABLETA,300,MG,CAJA X 30 TABLETAS,0
1105,1V1016391000100,VINBLASTINA SULFATO,Z-BLASTIN,SOLUCION INYECTABLE,1,MG,CAJA X 1 VIAL X 10ML,0
1106,1V1016391002100,VINBLASTINA,NO REPORTADO,SOLUCION INYECTABLE,1,MG/ML,CAJAS. CADA CAJA CON UN (1) VIAL,0
1107,1V1019601004100,VASOPRESINA,ADVANCE SCIENTIFIC,SOLUCION INYECTABLE,20,MG,JERINGA PRELLENADA X 1 ML,0
1108,1V1019601005100,VASOPRESINA,ARTERINA,SOLUCION INYECTABLE,20,UI/ML,CAJAS. CADA CAJA CON UN FRASCO ÁMPULA,0
1109,1V1019601006100,VASOPRESINA,CYPLERSAMEX,SOLUCION INYECTABLE,20,UI/ML,CAJA X 5 AMPOLLAS DE 1 ML,0
1110,1V1019601007100,VASOPRESINA,OPRESSIN,SOLUCION INYECTABLE,20,UI/ML,CAJAS X 5 AMPOLLAS X 1 ML,0
1111,1V1019601009100,VASOPRESINA,VASOPRESINA,SOLUCION INYECTABLE,20,UI/ML,CAJA X 10 AMPOLLAS X 1ML,0
1112,1V1019601010100,VASOPRESINA,VASOPRESOL,SOLUCION INYECTABLE,20,UI/ML,CAJAS X 5 AMPOLLAS,0
1113,1V1019601011100,VASOPRESINA,NO REPORTADO,SOLUCION INYECTABLE,20,UI/ML,CAJAS X 10 AMPOLLAS DE 1 ML,0
1114,1V1019601013100,VASOPRESINA,SOPRESSIN,SOLUCION INYECTABLE,20,UI/ML,CAJAS X 5 AMPOLLAS DE 1 ML,0
1115,1V1019601016100,VASOPRESINA,VARPRESS 20,SOLUCION INYECTABLE,20,UI/ML,CAJAS X 5 AMPOLLAS X1ML,0
1116,1V1019601017100,VASOPRESINA,NO REPORTADO,SOLUCION INYECTABLE,20,UI/ML,CAJAS X 1 AMPOLLA DE 1ML,0
1117,1V1019601018100,VASOPRESINA,GI-PRESSIN,SOLUCION INYECTABLE,20,UI/ML,CAJAS X 5 AMPOLLAS,0
1118,1V1019601019100,VASOPRESINA,SOPERSIN,SOLUCION INYECTABLE,20,UI/ML,CAJA X 5 AMPOLLAS DE 1 ML,0
1119,1V1019691000102,VENETOCLAX,VENCLEXTA,TABLETA,10,MG,FRASCO X 20 TABLETAS,0
1120,1V1019701000102,VENETOCLAX,VENCLEXTA,TABLETA,50,MG,FRASCO X 11 TABLETAS,0
1121,1V1019711000101,VENETOCLAX,VENETOCLAX,TABLETA,100,MG,CAJA X 14 TABLETAS,0
1122,1V1019711000106,VENETOCLAX,VENCLEXTA,TABLETA,100,MG,FRASCO X 124 TABLETAS,0
1123,1V1019711001100,VENETOCLAX,VENCLYXTO,TABLETA,100,MG,CAJAS X 112 TABLETAS,0
1124,1V1019711001101,VENETOCLAX,VENCLYXTO,TABLETA,100,MG,CAJAS X 7 TABLETAS,0
1125,1V1024321000100,VALINA,VITAFLOW,POLVO GRANULADO PARA RECONSTITUIR A SUSPENSION ORAL,50,MG,CAJA X 30 SOBRES,0
1126,1V1024321001100,VALINA,VITAFLO,POLVO GRANULADO PARA RECONSTITUIR A SUSPENSION ORAL,50,MG,CAJAS X 30 SOBRES,0
1127,1V1030561000100,VOLANESORSEN,WAYLIVRA,SOLUCION INYECTABLE,190,MG/ML,CAJAS X 1 JERINGA PRELLENADA DE 1.5 ML,0
1128,1V1041501000100,VOSORITIDA,VOXZOGO,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,0.8,MG/ML,"CAJAS. CADA CAJA CON 10 VIALES + JERINGAS PRELLENADAS CON 0,7ML DE SOLVENTE",0
1129,1V1041501000101,VOSORITIDA,VOXZOGO,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,0.8,MG/ML,"CAJA X 10 VIALES DE 0,5 ML",0
1130,1V1045081000100,VOSORITIDA,VOXZOGO,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,2,MG/ML,CAJAS X 10 VIALES Y DISOLVENTE,0
1131,1V1061391000100,VOCLOSPORINA,LUPKYNIS,CAPSULA,7.9,MG,CAJAS X 180 CAPSULAS,0
1132,1Z1060871000101,HERPES ZOSTER-VARICELLA ZOSTER VIRUS (OKA STRAIN),NO REPORTADO,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,20000,PFU/VIAL (MÍNIMO),CAJAS. CADA CAJA CON UN (1) VIAL CON POLVO LIOFILIZADO + JERINGA PRECARGADA CON 0.5 ML DE AGUA ESTERIL PARA INYECCION,0
1133,2A1004651001100,D PTERONYSSINUS 50% / D FARINAE 50%,CLUSTOID,SUSPENSION INYECTABLE,10000,UT/ML,CAJA X 2 VIALES DE 1 ML,0
1134,2A1004661001101,"D PTERONYSSINUS 34%, D FARINAE 33%, B TROPICALIS 33%",ORALTEK,SOLUCION SUBLINGUAL,30000,UT/ML,ESTUCHES X UN (1) VIAL DE 6ML,0
1135,2A1004661002100,"D PTERONYSSINUS 34%, D FARINAE 33%, B TROPICALIS 33%",CLUSTOID,SUSPENSION INYECTABLE,10000,UT/ML,CAJA X 2 VIALES DE 1 ML,0
1136,2A1005101000100,EXTRACTOS ALERGENICOS,ALLERGOVAC,SOLUCION INYECTABLE,VARIAS,VARIAS,CAJA X 2 VIALES,0
1137,2A1005801000100,ALERGENOS DERMATOPHAGOIDES PTERONYSSINUS 50% + DERMATOPHAGOIDES FARINAE 50%,DIATER,SOLUCION INYECTABLE,"0,3 + 0,3",HEP,CAJAS POR 2 VIALES DE 3 ML,0
1138,2A1005801001100,"ALERGENO DERMATOFAGOIDES PTERONISIMUS (1,8 HEP) ALERGENO DERMATOFAGOIDES FARINAE (1,8 HEP)",NO REPORTADO,SOLUCION INYECTABLE,VARIAS,VARIAS,VIALES,0
1139,2A1005811000100,"ALERGENOS DERMATOPHAGOIDES PTERONYSSINUS 33,3% + DERMATOPHAGOIDES FARINAE 33,3% + BLOMIA TROPICALIS 33,3%",DIATER,SOLUCION INYECTABLE,"0,3 + 0,3 + 0,2",HEP,CAJAS POR 2 VIALES DE 3 ML,0
1140,2A1005811001100,"ALERGENO DERMATOFAGOIDES PTERONISIMUS (1,8 HEP) ALERGENO BLOMIA TROPICALIS (1,2 HEP) ALERGENO DERMATOFAGOIDES FARINAE (1,8 HEP)",NO REPORTADO,SOLUCION INYECTABLE,VARIAS,VARIAS,VIALES,0
1141,2A1006301000101,DERMPTER.50% + DERMFARINAE 50%,DEPIGOID,SUSPENSION INYECTABLE,100,DDP/ML,ESTUCHES X 2 VIALES,0
1142,2A1006311000101,DEPIGOID DERMPTER.34% + DERMFARINAE 33% + BLOMIA TROP.33%,DEPIGOID,SUSPENSION INYECTABLE,100,DDP/ML,ESTUCHES X 2 VIALES,0
1143,2A1018221000100,"AVIBACTAM 0,5G",AVYCAZ,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,0.5,G,CAJA X 10 VIALES,1
1144,2A1024301000100,ARTICAINA COMBINACIONES,TURBOCAINA,SOLUCION INYECTABLE,40,MG,CAJA X 5 BLISTER X 10 CARTUCHOS CADA UNO,1
1145,2A1025961000100,EXTRACTOS ALERGENICOS,VENENO DE HIMENEPTEROS,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,100,MG,CAJA X 1 VIAL X 1 ML,0
1146,2A1029451000101,EXTRACTOS ALERGENICOS,ALXOID - ORALTEK,SOLUCION PERLINGUAL,VARIAS,VARIAS,ESTUCHE X 1 VIAL DE 6 ML,0
1147,2A1029861000102,"D PTERONYSSINUS 34%, D FARINAE 33%, B TROPICALIS 33%",ALXOID,SUSPENSION INYECTABLE,10000,UT/ML,ESTUCHES X 2 VIALES DE 3ML,0
1148,2A1030001000100,ALERGENOS DERMATOPHAGOIDES PTERONYSSINUS 100% + DERMATOPHAGOIDES FARINAE 100%,DIATER POLIMERIZADO 100,SOLUCION INYECTABLE,"0,3 + 0,3",HEP,CAJAS POR 2 VIALES DE 3 ML,0
1149,2A1030431000101,D PTERONYSSINUS 50% / D FARINAE 50%,ALXOID,SUSPENSION INYECTABLE,10000,UT/ML,ESTUCHES X 2 VIALES DE 3ML,0
1150,2A1030431000102,D PTERONYSSINUS 50% / D FARINAE 50%,ALXOID,SUSPENSION INYECTABLE,10000,UT/ML,ESTUCHES X 50 VIALES DE 3ML,0
1151,2A1032111000101,DERMPTER 50% + BLOMIA TROP 50%,DEPIGOID,SUSPENSION INYECTABLE,100,DDP/ML,ESTUCHES X 2 VIALES,0
1152,2A1041441000100,"D PTERONYSSINUS 33% , D FARINAE 33%, B TROPICALIS 33%",ALXOID,SUSPENSION INYECTABLE,10000,UT/ML,ESTUCHES X 2 VIALES DE 3ML,0
1153,2A1041441000101,"D PTERONYSSINUS 33% , D FARINAE 33%, B TROPICALIS 33%",ALXOID,SUSPENSION INYECTABLE,10000,UT/ML,ESTUCHES X 50 VIALES DE 3ML,0
1154,2A1050201000100,"D PTERONYSSINUS 33,3%, D FARINAE 33,3%, B TROPICALIS 33,3%",ALXOID,SUSPENSION INYECTABLE,10000,UT/ML,ESTUCHES X 2 VIALES DE 3ML,0
1155,2A1050201000101,"D PTERONYSSINUS 33,3%, D FARINAE 33,3%, B TROPICALIS 33,3%",ALXOID,SUSPENSION INYECTABLE,10000,UT/ML,ESTUCHES X 50 VIALES DE 3 ML,0
1156,2A1050201000102,"D PTERONYSSINUS 33,3%, D FARINAE 33,3%, B TROPICALIS 33,3%",ALXOID,SUSPENSION INYECTABLE,10000,UT/ML,ESTUCHES X 20 VIALES X 3 ML,0
1157,2A1050231000101,D PTERONYSSINUS 50% + D FARINAE 50%,ALXOID,SUSPENSION INYECTABLE,10000,UT/ML,CAJA X 50 VIALES X 3 ML,0
1158,2A1050231000102,D PTERONYSSINUS 50% / D FARINAE 50%,ALXOID,SUSPENSION INYECTABLE,10000,UT/ML,ESTUCHES X 20 VIALES X 3 ML,0
1159,2A1060831000100,DERMPTER 50% + DERMFARINAE 50%,DEPIGOID,SUSPENSION INYECTABLE,300,DDP/ML,ESTUCHES X 2 VIALES,0
1160,2B1024281000100,BUPIVACAINA AL 4%,BUPIVACAINA AL 4%,SOLUCION INYECTABLE,0.5,%,CAJA X 1 UNIDAD,1
1161,2B1024281001101,BUPIVACAINA,PRADEINA,SOLUCION INYECTABLE,5,MG/ML,CAJA X 5 AMPOLLAS X 4 ML,1
1162,2B1024281002100,BUPIVACAINA CLORHIDRATO ANHIDRA,NO REPORTADO,SOLUCION INYECTABLE,5,MG/ML,CAJAS DE 10 AMPOLLAS DE 4 ML,1
1163,2B1024281003100,BUPIVACAINA CLORHIDRATO ANHIDRA,BUPITROY HEAVY,SOLUCION INYECTABLE,5,MG/ML,CAJAS. CADA CAJA CON UN BLISTER POR CINCO (5) AMPOLLAS DE VIDRIO CON 4ML,1
1164,2B1024281004100,BUPIVACAINA CLORHIDRATO ANHIDRA,BUPICURE-D,SOLUCION INYECTABLE,5,MG/ML,CAJAS. CADA CAJA CON 5 AMPOLLAS DE 4ML,1
1165,2B1024281005100,BUPIVACAINA CLORHIDRATO ANHIDRA,NO REPORTADO,SOLUCION INYECTABLE,5,MG/ML,CAJAS POR 50 AMPOLLAS,1
1166,2B1024281006100,BUPIVACAINA CLORHIDRATO ANHIDRA,NO REPORTADO,SOLUCION INYECTABLE,5,MG/ML,CAJA X 10 AMPOLLAS X 4 ML,1
1167,2B1024441000100,BUPIVACAINA,BUVACAINA PESADA,SOLUCION INYECTABLE,5,MG/ML,CAJAS. CADA CAJA CON 5 AMPOLLAS DE 4ML,1
1168,2B1024441000101,GLUCOSA,BUVACAINA PESADA,SOLUCION INYECTABLE,80,MG/ML,CAJAS. CADA CAJA CON 5 AMPOLLETAS CON 3 ML,1
1169,2B1025061000100,BUPIVACAINA,NO REPORTADO,SOLUCION INYECTABLE,5,MG/ML,CAJAS X 10 AMPOLLAS X 10 ML,1
1170,2B1025061001100,BUPIVACAINA,SICMAFARMA,SOLUCION INYECTABLE,5,MG/ML,CAJA X 10 AMPOLLAS X 10 ML,1
1171,2B1025061003100,BUPIVACAINA,BUVACAINA,SOLUCION INYECTABLE,5,MG/ML,CAJAS X 1 AMPOLLA X 30 ML,1
1172,2B1025061004100,BUPIVACAINA,NO REPORTADO,SOLUCION INYECTABLE,5,MG/ML,CAJAS X 10 AMPOLLAS,1
1173,2B1041641000100,BUPIVACAINA,BUVACAINA,SOLUCION INYECTABLE,5,MG/ML,CAJA X 1 AMPOLLA X 30 ML,1
1174,2E1024061000100,LIDOCAINA CLORHIDRATO,NO REPORTADO,SOLUCION INYECTABLE,10,MG/ML,PLEGADIZAS. CADA UNA CON 1 VIAL DE 20ML,1
1175,2E1024171000100,LIDOCAINA COMBINACIONES,FD,SOLUCION INYECTABLE,2,%,CAJA X 50 CARTUCHOS,1
1176,2E1024171001100,LIDOCAINA COMBINACIONES,ALPHACAINE 100,SOLUCION INYECTABLE,20,MG/ML,"CAJA X 50 AMPOLLAS X 1,8 ML",0
1177,2E1025261000100,LIDOCAINA CLORHIDRATO,PISACAINA 2% CON EPINEFRINA,SOLUCION INYECTABLE,20,MG/ML,CAJAS X UN VIAL DE 50 ML,1
1178,2E1025261001100,LIDOCAINA CLORHIDRATO,NO REPORTADO,SOLUCION INYECTABLE,20,MG/ML,CAJAS X 1 VIAL X 50 ML,1
1179,2E1025261002100,LIDOCAINA CLORHIDRATO,NO REPORTADO,SOLUCION INYECTABLE,20,MG/ML,PLEGADIZAS. CADA UNA CON UN (1) VIAL DE 20ML,1
1180,2E1025261003100,LIDOCAINA CLORHIDRATO,NO REPORTADO,SOLUCION INYECTABLE,20,MG/ML,CAJAS. CADA CAJA CON UN VIAL X 50ML,1
1181,2E1025261003101,LIDOCAINA CLORHIDRATO,NO REPORTADO,SOLUCION INYECTABLE,20,MG/ML,CAJAS. CADA CAJA CON UN VIAL X 20ML,1
1182,2E1025261004100,LIDOCAINA CLORHIDRATO,NO REPORTADO,SOLUCION INYECTABLE,20,MG/ML,CAJAS X 1 VIAL X 50 ML,1
1183,2E1025261004101,LIDOCAINA CLORHIDRATO,NO REPORTADO,SOLUCION INYECTABLE,20,MG/ML,CAJAS POR UN (1) VIAL DE 20ML,1
1184,2E1028291001100,ACETATO DE MEDROXIPROGESTERONA,CYCLOFEM,SUSPENSION INYECTABLE,50,MG/ML,"CAJA X UNA AMPOLLA DE 0,5 ML",1
1185,2E1028291001102,ACETATO DE MEDROXIPROGESTERONA,CYCLOFEM,SUSPENSION INYECTABLE,50,MG/ML,CAJAS. CADA CAJA CONTIENE UNA (1) JERINGA PRELLENADA + AGUJA,1
1186,2E1028291002100,ACETATO DE MEDROXIPROGESTERONA,CYCLOFEMINA,SUSPENSION INYECTABLE,50,MG/ML,CAJAS. CADA CAJA CON UNA (1) AMPOLLA DE VIDRIO Y UNA (1) JERINGA DESECHABLE,1
1187,2E1028291003100,ACETATO DE MEDROXIPROGESTERONA,NO REPORTADO,SOLUCION INYECTABLE,50,MG/ML,"CAJAS. CADA CAJA CON 20 VIALES POR 0,5 ML",1
1188,2E1028291004100,ACETATO DE MEDROXIPROGESTERONA,CYCLOVERA,SUSPENSION INYECTABLE,50,MG/ML,"CAJA X 1 VIAL DE 0,5 ML",1
1189,2E1028291005100,ACETATO DE MEDROXIPROGESTERONA,MENSILLE,SUSPENSION INYECTABLE,50,MG/ML,CAJAS. CADA CAJA CON UNA (1) JERINGA PRELLENADA Y UNA (1) AGUJA ESTERLIZADA,1
1190,2E1032451000100,ELEXACAFTOR / TEZACAFTOR / IVACAFTOR,TRIKAFTA,TABLETA,100/50/75,MG,CAJAS X 84 TABLETAS,1
1191,2E1032451000102,ELEXACAFTOR / TEZACAFTOR / IVACAFTOR,TRIKAFTA,TABLETA,100/50/75,MG,CAJA X 84 TABLETAS,1
1192,2E1037771000100,ELEXACAFTOR / TEZACAFTOR / IVACAFTOR,TRIKAFTA,TABLETA,"50/25/37,5",MG,CAJAS X 84 TABLETAS,1
1193,2E1040731000100,ELEXACAFTOR / TEZACAFTOR / IVACAFTOR,TRIKAFTA,TABLETA,100/50/75,MG,CAJAS X 84 TABLETAS,1
1194,2E1040751000100,ELEXACAFTOR / TEZACAFTOR / IVACAFTOR,TRIKAFTA,TABLETA,"50/25/37,5",MG,CAJA X 84 TABLETAS,1
1195,2E1049281000100,ELEXACAFTOR / TEZACAFTOR / IVACAFTOR,TRIKAFTA,TABLETA,100/50/75,MG,CAJAS X 84 TABLETAS,1
1196,2E1061041000100,ELEXACAFTOR / TEZACAFTOR / IVACAFTOR,TRIKAFTA,GRANULOS DE LIBERACION MODIFICADA,80/40/60,MG,CAJAS X (28 +28) 56 SOBRES,1
1197,2E1061041000101,ELEXACAFTOR / TEZACAFTOR / IVACAFTOR,TRIKAFTA,GRANULOS DE LIBERACION NO MODIFICADA,"80/40/119,5",MG,"CAJAS X 28 DOSIS CADA CAJA CONTIENE KIT POR 56 SOBRES, DE ELEXACAFTOR 80 MG/ TEZACAFTOR 40 MG / IVACAFTOR 60 MG (28 SOBRES) & DE IVACAFTOR 59,5 MG (28 SOBRES)",0
1198,2E1062411000100,ELEXACAFTOR / TEZACAFTOR / IVACAFTOR,TRIKAFTA,GRANULOS DE LIBERACION MODIFICADA,100/50/75,MG,SEIS (6) CAJAS X (28+28) (56 SACHETS),1
1199,2E1062411000101,ELEXACAFTOR / TEZACAFTOR / IVACAFTOR,TRIKAFTA,GRANULOS DE LIBERACION NO MODIFICADA,100/50/150,MG,CAJA X 28 DOSIS (KIT POR 56 SOBRES DE ELEXACAFTOR 100 MG/ TEZACAFTOR 50 MG / IVACAFTOR 75 MG (28 SOBRES) & IVACAFTOR 75 MG (28 SOBRES),0
1200,2E1062501000100,ELEXACAFTOR / TEZACAFTOR / IVACAFTOR,TRIXACAR P,TABLETA,"50/25/37,5",MG,CAJAS X (30 + 30 + 30) TABLETAS,1
1201,2E1063641000102,ELEXACAFTOR / TEZACAFTOR / IVACAFTOR,TRIKAFTA,TABLETA,200/100/300,MG,"CAJAS X 28 DOSIS CADA CAJA CONTIENE KIT POR 84 TABLETAS, DE ELEXACAFTOR 100MG/ TEZACAFTOR 50MG / IVACAFTOR 75MG (56 TABLETAS) & DE IVACAFTOR 150MG (28 TABLETAS)",0
1202,2E1063651000102,ELEXACAFTOR / TEZACAFTOR / IVACAFTOR,TRIKAFTA,TABLETA,100/50/150,MG,"CAJAS X 28 DOSIS CADA CAJA CONTIENE KIT POR 84 TABLETAS, DE ELEXACAFTOR 50MG/ TEZACAFTOR 25MG / IVACAFTOR 37,5MG (56 TABLETAS) & DE IVACAFTOR 75MG (28 TABLETAS)",0
1203,2I1008801000100,LUMACAFTOR *,ORKAMBI,TABLETA,200,MG,CAJA X 112 TABLETAS,1
1204,2I1008801000101,IVACAFTOR,ORKAMBI,TABLETA,125,MG,CAJAS X 112 TABLETAS,1
1205,2I1029751000100,IVACAFTOR,ORKAMBI,TABLETA,125,MG,CAJAS X 112 TABLETAS,1
1206,2I1032041000100,TEZACAFTOR,SYMDEKO,TABLETA,50,MG,CAJAS POR 56 TABLETAS,1
1207,2I1032041000101,IVACAFTOR,SYMDEKO,TABLETA,150,MG,CAJAS POR 56 TABLETAS,1
1208,2I1032331000100,TEZACAFTOR,SYMDEKO,TABLETA,100,MG,CAJAS X 56 TABLETAS,1
1209,2I1032331000101,TEZACAFTOR/IVACAFTOR,SYMDEKO,TABLETA,100/150,MG,CAJAS X 56 TABLETAS,1
1210,2I1034651000100,IVACAFTOR,ORKAMBI,POLVO PARA RECONSTITUIR SUSPENSION ORAL,188,MG,CAJAS X 56 SOBRES,1
1211,2L1012991000100,LEVOTIROXINA,NOVOTHYRAL,TABLETA,100,MCG,CAJA POR 100 TABLETAS,1
1212,2S1027261000100,SOFOSBUVIR +VELPATASVIR+VOXILAPREVIR,VOSEVI,TABLETA,400 +100 +100,MG,FRASCO X 28 TABLETAS,0
1213,2T1004111000100,TRIFLURIDINA,LONSURF,TABLETA,20,MG,CAJA X 20 TABLETAS,1
1214,2V1011701000100,"FABOTERAPICO POLIVALENTE ANTIOFIDICO (VENENO BOTHROPS SP 30MG, VENENO CROTALUS SP 7MG, VENENO LACHESIS SP 15MG)",ANTIVIPMYN TRI,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,VARIAS,VARIAS,CAJAS X 1 VIAL,0
1215,3A1003191000100,DIETA LIBRE DE TIROSINA Y FENILALANINA,TYREX-2,SUSPENSION ORAL,400,G,LATA X 400G,0
1216,3A1011401000100,ALIMENTO EN POLVO NUTRICIONALMENTE COMPLETO CON FINES MEDICOS ESPECIALES PARA EL MANEJO NUTRICIONAL DE LACTANTES Y NINOS CON INSUFICIENCIA RENAL CRONICA,GALACTOMIN 19,POLVO GRANULADO PARA RECONSTITUIR A SUSPENSION ORAL,VARIAS,VARIAS,LATA X 400G,0
1217,3A1013711000100,EXTRACTOS ALERGENICOS,NO REPORTADO,CREMA,VARIAS,VARIAS,JERINGA X 5ML,0
1218,3A1016771000100,ALIMENTO ESPECIAL CON AMINOACIDOS MODIFICADOS,CYCLINEX-2,POLVO GRANULADO PARA RECONSTITUIR A SUSPENSION ORAL,400,G,CAJAS X 1 LATA X 400 G,0
1219,3A1016771001100,ALIMENTO,CYCLINEX,POLVO PARA DISOLUCION,400,G,CAJA X 6 LATAS X 400 G,0
1220,3A1017471000100,DIETA LIBRE DE AMINOACIDOS NO ESENCIALES,PRO PHREE,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,400,G,LATA X 400 GRAMOS,0
1221,3A1019211000100,DIETA LIBRE DE AMINOACIDOS NO ESENCIALES,ELECARE JR,POLVO GRANULADO PARA RECONSTITUIR A SUSPENSION ORAL,400,G,TARRO X 400 GR,0
1222,3A1039801000100,"ALIMENTO ESPECIAL AMINOACIDOS ESENCIALES, CARBOHIDRATOS, VITAMINAS Y MINERALES",EAA,POLVO PARA RECONSTITUIR A SUSPENSION ORAL,12.5,G,CAJAS X 50 SOBRES,0
1223,3A1062861000100,"ALIMENTO ESPECIAL AMINOACIDOS ESENCIALES, CARBOHIDRATOS, VITAMINAS Y MINERALES",EAA,POLVO PARA RECONSTITUIR A SUSPENSION ORAL,12.5,G,CAJAS X 30 SOBRES,0
1224,83169,HEPARINA SODICA,HEPARINA SODICA,SOLUCION INYECTABLE,5000,UI/ML,CAJA X 50 VIALES DE 5 ML,0
1225,AUTORIZADO DMPB,CREATINA,NO REPORTADO,POLVO GRANULADO PARA RECONSTITUIR A SUSPENSION ORAL,6,G,TARRO X 600G,0
1226,DECISION DMPB,MEPIVACAINA,DENTOCAIN SIMPLE®,SOLUCION INYECTABLE,3,%,"CAJA X 50 CARTUCHOS X 1,8 ML",0
1227,ID1023501000100,DANTROLENO SODICO,DANTROLEN,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,20,MG,CAJA X 12 VIALES,0
1228,NO APORTA - TUTELA,FRACCION TIMICA BOVINA,BIOMODULINA T,SOLUCION INYECTABLE,1,MG/ML,CAJAS X UN (1) VIAL,0
1229,NO APORTA-TUTELA,"ACEITE DE LORENZO( GLICEROL TRIOLEATO, GLICEROL TRIOROCETO)",NO REPORTADO,SOLUCION,VARIAS,VARIAS,FRASCOS X 500 ML,0
1230,NO REPORTA,GOLODIRSEN,VYONDYS 53,SOLUCION INYECTABLE,100/2,MG/ML,VIAL,0
1231,PENDIENTE NO ESTÁ EN SIDAM,BELUMOSUDIL,LUCIBELU,TABLETA,200,MG,CAJAS X UN FRASCO CON 30 TABLETAS,0
