id_medicamento,ium,principio_activo,nombre_comercial,forma_farmaceutica,concentracion,unidad_medida,presentacion_comercial,es_combinado
363,1E1004581002100,ADRELINA,NO REPORTADO,SOLUCION INYECTABLE,1,MG,DISPOSITIVO AUTOINYECTABLE,0
364,1E1004681000100,EPINEFRINA,EPIPEN JUNIOR,SOLUCION INYECTABLE,"0,15/0,3",MG/ML,CAJA X 1 AUTOINYECTOR,0
365,1E1004681000101,EPINEFRINA,EPIPEN JUNIOR,SOLUCION INYECTABLE,0.15,MG/ML,"CAJA X 1 AUTOINYECTOR X 0,3 ML",0
366,1E1004681003100,EPINEFRINA,FASTJEKT,SOLUCION INYECTABLE,0.15,MG/ML,"CAJA X APLICADOR X 0,30 ML",0
367,1E1005681001100,EPINEFRINA,JEXT,SOLUCION INYECTABLE,0.3,MG/ML,CAJA X UN APLICADOR,0
368,1E1005681002100,EPINEFRINA,MEDICAR SUPPLY,SOLUCION INYECTABLE,0.15,MG/ML,"CAJA X 2 AUTOINYECTORES X 0,15 ML",0
369,1E1005681003100,EPINEFRINA,PINADRINA,SOLUCION INYECTABLE,1,MG/ML,CAJA X 100 AMPOLLAS X 1 ML,0
370,1E1005681004100,EPINEFRINA,ADRENALINE,SOLUCION INYECTABLE,1,MG/ML,CAJAS X 10 X 1 ML,0
371,1E1005681005100,EPINEFRINA,PENEPIN,SOLUCION INYECTABLE,1,MG/ML,CAJAS X 1 APLICADOR,0
372,1E1005681005101,EPINEFRINA,PENEPIN,SOLUCION INYECTABLE,1,MG/ML,"CAJA X 2 APLICADORES X 0,3 ML",0
373,1E1005681006100,EPINEFRINA,ALLERJECT,SOLUCION INYECTABLE,1,MG/ML,CAJA X 1 APLICADOR,0
374,1E1005681007100,EPINEFRINA,REPREFARCO,SOLUCION INYECTABLE,1,MG/ML,CAJA X 10 AMPOLLAS DE 1 ML,0
375,1E1005681007101,EPINEFRINA,REPREFARCO,SOLUCION INYECTABLE,1,MG/ML,CAJA X 100 AMPOLLAS DE 1 ML,0
376,1E1005681009100,EPINEFRINA,FASTJEKT,SOLUCION INYECTABLE,1,MG/ML,CAJA CON UN (1) AUTOINYECTOR,0
377,1E1005681010100,EPINEFRINA (ADRENALINA),ADRELAB,SOLUCION INYECTABLE,1,MG/ML,CAJA X 10 AMPOLLAS DE 1 ML,0
378,1E1005681012100,EPINEFRINA,PINADRINA,SOLUCION INYECTABLE,1,MG/ML,CAJAS X 50 AMPOLLAS,0
379,1E1005681013100,EPINEFRINA,SICMAFARMA,OTRAS SOLUCIONES,1,MG/ML,CAJA X 100 AMPOLLAS DE 1 ML,0
380,1E10056811003100,EPINEFRINA,PINADRINA,SOLUCION INYECTABLE,1,MG/ML,CAJA X 100 AMPOLLAS,0
381,1E1016261000102,ERIBULINA,HALAVEN,SOLUCION INYECTABLE,0.44,MG/ML,CAJA X 1 VIAL X 2 ML,0
382,1E1018521000100,CERLIPONASA ALFA,BRINEURA,SOLUCION INYECTABLE,30,MG/ML,CAJA X 2 VIALES X 5ML,0
383,1E1018521002100,EDARAVONA,EDASTAR,SOLUCION INYECTABLE,1.5,MG/ML,CAJA X 1 AMPOLLA X 20 ML,0
384,1E1018521003100,EDARAVONA,NICHI-IKO,SOLUCION INYECTABLE,1.5,MG/ML,CAJA X 10 AMPOLLA X 20 ML,0
385,1E1018521004100,EDARAVONA,EDASTAR,SOLUCION INYECTABLE,1.5,MG/ML,CAJA X 1 AMPOLLA X 20 ML,0
386,1E10185221002100,EDARAVONA,EDASTAR,SOLUCION INYECTABLE,1.5,MG/ML,CAJA X 1 AMPOLLA X 20 ML,0
387,1E1022821000100,EDARAVONA,RADICUT,SOLUCION INYECTABLE,0.3,MG/ML,CAJA X 10 BOLSAS X 100 ML,0
388,1E1022821002100,EDARAVONE,RADICAVA,SOLUCION INYECTABLE,0.3,MG/ML,CAJA X 2 BOLSAS X 100 ML,0
389,1E1023551000100,EPINEFRINA,EPINEFRINA,SOLUCION INYECTABLE,0.5,MG/ML,AMPOLLA (CONFIRMAR CON EL NUMERO IUM),0
390,1E1023551001100,EPINEFRINA,PENEPIN JUNIOR,SOLUCION INYECTABLE,0.5,MG/ML,CAJAS X 1 APLICADOR,0
391,1E1023551001101,EPINEFRINA,PENEPIN JUNIOR,SOLUCION INYECTABLE,0.5,MG/ML,"CAJA X 2 APLICADORES X 0,3 ML",0
392,1E1023551002100,EPINEFRINA,EPIPEN JUNIOR,SOLUCION INYECTABLE,0.5,MG/ML,CAJAS X 1 AUTOINYECTOR,0
393,1E1023551003100,EPINEFRINA,PENEPIN,SOLUCION INYECTABLE,0.5,MG/ML,"CAJA X 2 AUTOINYECTORES X 0,30 ML",0
394,1E1023551004100,EPINEFRINA,FASTJEKT,SOLUCION INYECTABLE,0.5,MG/ML,CAJAS. CADA CAJA CON UN (1) AUTOINYECTOR,0
395,1E1029551000101,ETEPLIRSEN,EXONDYS 51,SOLUCION INYECTABLE,50,MG/ML,CAJA X 1 VIAL X 10ML,0
396,1E1029551000102,ETEPLIRSEN,EXONDYS 51,SOLUCION INYECTABLE,50,MG/ML,CAJAS X 1 VIAL X 2 ML,0
397,1E1032401000100,ETOSUXIMIDA,ZARONTIN,JARABE,50,MG/ML,FRASCOS X 200ML,0
398,1E1032401000101,ETOSUXIMIDA,ZARONTIN,JARABE,50,MG/ML,CAJAS. CADA CAJA CON UN (1) FRASCO DE 500 ML,0
399,1E1032401002101,ETOSUXIMIDA,NO REPORTADO,JARABE,50,MG/ML,FRASCOS X 200ML,0
400,1E1032401003100,ETOSUXIMIDA,PETINIMID,JARABE,50,MG/ML,CAJAS. CADA CAJA CON UN (1) FRASCO X 250 ML,0
401,1E1032981002101,ENOXAPARINA SODICA,NEXT PHARMA SOURCING,SOLUCION INYECTABLE,100,MG/ML,"CAJA X 1 JERINGA DE 0,4 ML",0
402,1E1032981007100,ENOXAPARINA SODICA,ENOXATECH-40,SOLUCION INYECTABLE,100,MG/ML,"CAJA X 1 JERINGA DE 0,4 ML",0
403,1E1032981008100,ENOXAPARINA SODICA,ENOXATECH-60,SOLUCION INYECTABLE,100,MG/ML,CAJA X 1 JERINDA DE 0.6 ML,0
404,1E1032981009100,ENOXAPARINA SODICA,ENOXATECH-80,SOLUCION INYECTABLE,100,MG/ML,CAJA X 1 JERINGA DE 0.8 ML,0
405,1E1032981010100,ENOXAPARINA SODICA,ROSINOX-20,SOLUCION INYECTABLE,100,MG/ML,CAJA X 1 JERINGA PRELLENADA X 0.2 ML,0
406,1E1032981011100,ENOXAPARINA SODICA,ROSINOX-40,SOLUCION INYECTABLE,100,MG/ML,CAJA X 1 JERINGA PRELLENADA X 0.4 ML,0
407,1E1032981012100,ENOXAPARINA SODICA,ROSINOX-60,SOLUCION INYECTABLE,100,MG/ML,CAJA X 1 JERINGA PRELLENADA X 0.6 ML,0
408,1E1032981013100,ENOXAPARINA SODICA,ROSINOX-80,SOLUCION INYECTABLE,100,MG/ML,CAJAS PLEGADIZAS X UNA (1) JERINGA PRELLENADA X 0.8 ML,0
409,1E1032981014100,ENOXAPARINA SODICA,TUXADO-40,SOLUCION INYECTABLE,100,MG/ML,CAJAS CON UNA (1) JERINGA PRELLENADA,0
410,1E1032981014101,ENOXAPARINA SODICA,TUXADO,SOLUCION INYECTABLE,100,MG/ML,CAJAS CON UNA (1) JERINGA PRELLENADA,0
411,1E1032981014102,ENOXAPARINA SODICA,TUXADO-20,SOLUCION INYECTABLE,100,MG/ML,CAJAS X 1 JERINGA PRELLENADA,1
412,1E1032981014103,ENOXAPARINA SODICA,TUXADO,SOLUCION INYECTABLE,100,MG/ML,CAJA X 1 JERINGA PRELLENADA X 0.8 ML,0
413,1E1032981015100,ENOXAPARINA SODICA,ENOXATECH-20,SOLUCION INYECTABLE,"20/0,2",MG/ML,CAJA X JERINGA 0.2 ML,0
414,1E1032981016100,ENOXAPARINA SODICA,NEXT PHARMA SOURCING,SOLUCION INYECTABLE,100,MG/ML,"CAJAS X 10 JERINGAS DE 0,4 ML",0
415,1E1032981017100,ENOXAPARINA SODICA,PROLONGIN,SOLUCION INYECTABLE,100,MG/ML,"CAJAS. CADA CAJA CON 2 JERINGAS PRELLENADAS A 0,4ML",0
416,1E1032981018100,ENOXAPARINA SODICA,INHIXA,SOLUCION INYECTABLE,100,MG/ML,CAJA X 2 JERINGAS DE 0.4 ML,0
417,1E1032981018101,ENOXAPARINA SODICA,INHIXA,SOLUCION INYECTABLE,100,MG/ML,CAJA X 10 JERINGAS X 0.4 ML,0
418,1E1033171000100,ESTIRIPENTOL,DIACOMIT,POLVO GRANULADO PARA RECONSTITUIR A SUSPENSION ORAL,250,MG,CAJAS X 60 SACHETS,0
419,1E1034151000100,ESTIRIPENTOL,DIACOMIT,POLVO PARA RECONSTITUIR A SUSPENSION ORAL,250,MG,CAJAS X 60 SOBRES,0
420,1E1041691000100,ENFORTUMAB VEDOTINA,PADCEV,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,30,MG/U,CAJAS X 1 VIAL,0
421,1E1056091000100,ETAMBUTOL,ECOX,TABLETA,400,MG,CAJAS X 30 TABLETAS,0
422,1E1056091001100,ETAMBUTOL,MYAMBUTOL,TABLETA,400,MG,CAJAS X 100 TABLETAS,0
423,1E1060801000100,ELRANATAMAB,ELREXFIO,SOLUCION INYECTABLE,40,MG/ML,"CAJAS. CADA CAJA CON UN VIAL DE 1,9ML",0
424,1E1060801000101,ELRANATAMAB,ELREXFIO,SOLUCION INYECTABLE,40,MG/ML,"CAJAS X 1 VIAL X 1,1 ML",0
425,1E1061661000100,ESPARSENTAN,FILSPARI,TABLETA,200,MG,FRASCO X 30 TABLETAS,0
426,1E1062201000100,EPCORITAMAB,EPKINLY,SOLUCION INYECTABLE,5,MG/ML,CAJAS X 1 VIAL X 1ML,0
427,1E1062201000101,EPCORITAMAB,EPKINLY,SOLUCION INYECTABLE,60,MG/ML,CAJAS X 1 VIAL X 0.8 ML,0
428,1E1062211000100,EPCORITAMAB,EPKINLY,SOLUCION INYECTABLE,60,MG/ML,CAJAS X 1 VIAL X 0.8 ML,0
429,1E1062481000100,ESTIRIPENTOL,DIACOMIT,POLVO PARA RECONSTITUIR A SOLUCION ORAL,500,MG,CAJAS X 60 SOBRES,0
430,1E1062841000100,ESTIRIPENTOL,DIACOMIT,CAPSULA,500,MG,CAJAS X 60 CAPSULAS,0
431,1E1063611000100,ELAPEGADEMASE-LVLR,REVCOVI,SOLUCION INYECTABLE,1.6,MG/ML,"VIAL X 1,5 ML",0
432,1E1063881000100,EVINACUMAB,EVKEEZA,SOLUCION CONCENTRADA PARA PERFUSION,150,MG/ML,"CAJAS X UN (1) VIAL DE 2,3ML",0
433,1E1064231000100,ERGOMETRINA,NO REPORTADO,SOLUCION INYECTABLE,0.2,MG/ML,CAJAS X 100 AMPOLLAS,0
434,1F1001591000100,FENELZINA SULFATO,NARDELZINE,TABLETA,15,MG,FRASCO X 100 TABLETAS,0
435,1F1001591001100,FENELZINA SULFATO,NARDIL,TABLETA,15,MG,FRASCO X 60 TABLETAS,0
436,1F1001591002100,FENELZINA SULFATO,GLOBAL SERVICE PHARMACEUTIAL,TABLETA,15,MG,FRASCO X 60 TABLETAS,0
437,1F1001691000100,FELBAMATO,TALOXA,TABLETA,600,MG,CAJAS X 100 TABLETAS,0
438,1F1001691000101,FELBAMATO,TALOXA,TABLETA,600,MG,CAJA X 40 TABLETAS,0
439,1F1001691001101,FELBAMATO,TALOXA,TABLETA,600,MG,CAJA X 40 TABLETAS,0
440,1F1001691002100,FELBAMATO,ALVOGEN,TABLETA,600,MG,FRASCO X 100 TABLETAS,0
441,1F100169100243100,FELBAMATO,GLOBAL SERVICE PHARMACEUTICAL,TABLETA,600,MG,FRASCO X 100 TABLETAS,0
442,1F1001691003100,FELBAMATO,GLOBAL SERVICE PHARMACEUTICAL,TABLETA,600,MG,FRASCO X 100 TABLETAS,0
443,1F1001691004100,FELBAMATO,NO REPORTADO,TABLETA,600,MG,CAJAS X 100 TABLETAS,0
444,1F1002391000100,FOSCARNET SODICO,NO REPORTADO,SOLUCION INYECTABLE,24,MG/ML,FRASCOS X 500 ML,0
445,1F1002391000101,FOSCARNET SODICO,FOSCARNET,SOLUCION INYECTABLE,24,MG/ML,FRASCO X 250 ML,0
446,1F1002391001100,FOSCARNET SODICO,NO REPORTADO,SOLUCION INYECTABLE,24,MG/ML,BOLSAS X 500 ML,0
447,1F1002391003100,FOSCARNET SODICO,FOSCAVIR,SOLUCION INYECTABLE,24,MG/ML,CAJAS X 1 VIAL DE 250 ML,0
448,1F1002471000100,FACTOR XIII,FIBROGAMMIN,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,250,UI/VIAL,VIALES,0
449,1F1002641000100,FIBRINOGENO HUMANO,HAEMOCOMPLETTAN P,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,20,MG/ML,CAJAS POR UN VIAL DE 50 ML,0
450,1F1002641001100,FIBRINOGENO COAGULABLE,FIBRYGA,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,1,G,CAJA POR FRASCO VIAL CON POLVO LIOFILIZADO + FRASCO VIAL DE 50 ML CON SOLVENTE (WFI) + DISPOSITIVO DE TRANSFERENCIA OCTAJET + FILTRO,0
451,1F1002641002100,FIBRINOGENO,FIBROGEN,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,20,MG/ML,CAJA X 1 VIAL X 50 ML,0
452,1F1002651000100,FACTOR XIII,FIBROGAMMIN,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,250,UI,CAJAS. CADA CAJA CON UN (1) VIAL CON POLVO LIOFILIZADO + VIAL CON SOLVENTE,0
453,1F1002671002100,FENTANILO,FENTANILO,SOLUCION INYECTABLE,0.05,MG/ML,AMPOLLA DE VIDRIO INCOLORO POR 10 ML,0
454,1F1002671003100,FENTANILO,NO REPORTADO,SOLUCION INYECTABLE,0.05,MG/ML,CAJAS X 100 VIALES,0
455,1F1002671004100,FENTANIL CITRATO,NO REPORTADO,SOLUCION INYECTABLE,0.05,MG/ML,CAJAS X 10 AMPOLLAS,0
456,1F1002671009100,FENTANILO CITRATO,FENSTUD,SOLUCION INYECTABLE,0.05,MG/ML,CAJAS X 5 AMPOLLAS DE 10ML,0
457,1F1002671013100,FENTANILO,NO REPORTADO,SOLUCION INYECTABLE,0.05,MG/ML,CAJAS X 20 AMPOLLAS DE 10ML,0
458,1F1005951000100,FOSFATO DE SODIO Y POTASIO EQUIVALENTES A FOSFORO,ANAZAO,SOLUCION INYECTABLE,185,MBQ,VIAL X 3 ML,0
459,1F1007311001100,FLUCITOSINA,ANCOBON,CAPSULA,500,MG,FRASCOS CON 100 CÁPSULAS,0
460,1F1007321001100,FOLINATO DE CALCIO,NO REPORTADO,SOLUCION INYECTABLE,10,MG/ML,VIALES,0
461,1F1007321003100,FOLINATO DE CALCIO,HB HUMAN BIOSCIENCE SAS,SOLUCION INYECTABLE,10,MG/ML,CAJA X 1 VIAL X 5ML,0
462,1F1007321005100,FOLINATO DE CALCIO,LEUCOVORIN,SOLUCION INYECTABLE,10,MG/ML,CAJAS CON UNA (1) AMPOLLA DE 50 MG/5 ML,0
463,1F1007321006100,FOLINATO DE CALCIO,UNIFOLIN,SOLUCION INYECTABLE,10,MG/ML,CAJA X 1 VIAL X 5ML,0
464,1F1007321007100,FOLINATO DE CALCIO,FCV PHARMA & CAFONATE,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,10,MG/ML,VIAL X 5 ML,0
465,1F1007321008100,FOLINATO DE CALCIO,LEUCORIN,SOLUCION INYECTABLE,10,MG/ML,VIAL X 5 ML,0
466,1F1007321010100,FOLINATO DE CALCIO,LEUCOVORIN CALCIUM,SOLUCION INYECTABLE,10,MG/ML,VIAL X 5 ML,0
467,1F1007321011100,FOLINATO DE CALCIO,LEUCOMA,SOLUCION INYECTABLE,10,MG/ML,VIALES,0
468,1F1007471000100,FLECAINIDA,TAMBOCOR,TABLETA,100,MG,FRASCOS X 100 TABLETAS,0
469,1F1007471000101,FLECAINIDA,TAMBOCOR,TABLETA,100,MG,FRASCO X 60 TABLETAS,0
470,1F1007471000102,FLECAINIDA,TAMBOCOR,TABLETA,100,MG,CAJA X 100 TABLETAS,0
471,1F1007471002100,FLECAINIDA,1A PHARMA,TABLETA,100,MG,FRASCO X 100 TABLETAS,0
472,1F1007471003100,FLECAINIDA,NO REPORTADO,TABLETA,100,MG,FRASCOS X 100 TABLETAS,0
473,1F1007471004100,FLECAINIDA,RISING PHARMACEUTICAL,TABLETA,100,MG,FRASCOS X 100 TABLETAS,0
474,1F1008331000100,FIBRINOGENO HUMANO,CLOTTAFACT,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,1.5,G,CAJAS. CADA CAJA CON UN (1) VIAL CON LIOFILIZADO + UN (1) VIAL CON SOLVENTE X 100ML + SISTEMA DE TRANSFERENCIA,0
475,1F1012871002100,FLUORURACILO,ONCOFLUOR,SOLUCION INYECTABLE,50,MG/ML,PAQUETE X 5 AMPOLLAS,0
476,1F1012871003100,FLUORURACILO,SAMART LIFE,SOLUCION INYECTABLE,50,MG/ML,VIAL X 20 ML,0
477,1F1012871004100,FLUOROURACILO,5 FLUCEL 500,SOLUCION INYECTABLE,50,MG/ML,CAJAS X 5 VIALES,0
478,1F1012871005100,5-FLUOROURACILO,FLUORAMED,SOLUCION INYECTABLE,50,MG/ML,CAJAS X 1 FRASCO AMPOLLA X 10 ML,0
479,1F1012871006100,FLUOROURACILO,NO REPORTADO,SOLUCION INYECTABLE,50,MG/ML,CAJAS X 1 VIAL,0
480,1F1017941000100,FOLINATO DE CALCIO,LUCAL,SOLUCION INYECTABLE,50/5,MG/ML,CAJA X 1 VIAL DE 50 MG/5 ML.,0
481,1F1017941001100,FOLINATO DE CALCIO,ALONAT,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,10,MG/ML,CAJA X 1 VIAL X 5ML,0
482,1F1020111002100,FAMPRIDINA,FAMPYRA,TABLETA,10,MG,CAJAS X 56 TABLETAS,0
483,1F1020111003100,FAMPRIDINA,NO REPORTADO,TABLETAS DE LIBERACION MODIFICADA,10,MG,FRASCOS X 60 TABLETAS,0
484,1F1022811001100,LEUCOVORIN,LUCAL,SOLUCION INYECTABLE,50/5,MG/ML,CAJA X 1 VIAL,0
485,1F1023611000100,FOLINATO DE CALCIO,INNEFOL,SOLUCION INYECTABLE,50/4,MG/ML,FRASCO AMPULA X 4 ML,0
486,1F1024271000100,FOLINATO DE CALCIO,ALONAT,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,350,MG/ML,CAJA X 1 VIAL,0
487,1F1024631000100,FACTOR DE COAGULACION HUMANO XI,HEMOLEVEN,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,100,UI/ML,CAJA X UN VIAL DE 1000UI/100 ML,0
488,1F1027531000100,FENILBUTIRATO DE GLICEROL,RAVICTI,SOLUCION ORAL,1.1,G/ML,CAJA X UN FRASCO X 25 ML,0
489,1F1027751000100,FLUCITOSINA,NO REPORTADO,VARIAS,500,MG,NO REPORTADO,0
490,1F1027751001100,FLUCITOSINA,FLUSYNERG,TABLETA,500,MG,CAJA X 50,0
491,1F1027801000100,FLECAINIDA,TAMBOCOR,TABLETA,50,MG,CAJA X 100 TABLETAS,0
492,1F1027801000101,FLECAINIDA,TAMBOCOR,TABLETA,50,MG,CAJAS X 60 TABLETAS,0
493,1F1028711000100,FIBRINOGENO COAGULABLE,FIBRYGA,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,1,G,DISPOSITIVOS DE TRANSFERENCIA OCTAJET,0
494,1F1028711001100,FIBRINOGENO HUMANO,NO REPORTADO,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,1,G,CAJAS POR UN VIAL CON 1G,0
495,1F1029401000100,FOLINATO DE CALCIO,LEUCOVORIN,SOLUCION INYECTABLE,50/5,MG/ML,CAJA X 1 VIAL,0
496,1F1029401001100,FOLINATO DE CALCIO (ACIDO FOLINICO),NO REPORTADO,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,50,MG,VIALES,0
497,1F1029401003100,FOLINATO DE CALCIO (ACIDO FOLINICO),LEUCOREM,SOLUCION INYECTABLE,10,MG/ML,CAJAS X 1 VIAL,0
498,1F1030121000100,FOLINATO DE CALCIO EQUIVALENTE A ACIDO FOLINICO,INNEFOL,SOLUCION INYECTABLE,3,MG/ML,CAJAS X 6 AMPOLLAS,0
499,1F1031481000100,FELBAMATO,TALOXA,SUSPENSION ORAL,120,MG/ML,FRASCO X 230 ML,0
500,1F1039781000100,FACTOR IX RECOMBINANTE,ALPROLIX,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,500,UI,CAJAS CON UN FRASCO VIAL X 500 UI,0
501,1F1060991000100,FUTIBATINIB,LYTGOBI,TABLETA,4,MG,CAJAS X 35 TABLETAS,0
502,1F1062831000100,FENITOINA,NO REPORTADO,TABLETA,100,MG,CAJAS X 100 TABLETAS,0
503,1F1062831001100,FENITOINA,NO REPORTADO,TABLETA,100,MG,CAJAS X 100 TABLETAS,0
504,1F1063911000100,FENFLURAMINA,FINTEPLA,SOLUCION ORAL,220/100,MG/ML,"FRASCOS X 120ML + 2 JERINGAS PARA TOMA ORAL DE 3ML (GRADUACIONES DE 0,1ML) Y 2 JERINGAS DE 6ML (GRADUACIONES DE 0,2ML)",0
505,1G1019521000100,GONADORELINA ACETATO,LHRH FERRING,SOLUCION INYECTABLE,100,MCG/ML,CAJAS X UNA (1) AMPOLLA X 1 ML,0
506,1G1024311000100,GENERADOR DE GERMANIO-GALIO 68GE/68GA,NO REPORTADO,VARIAS,1850,MBQ,(UN) GENERADOR,0
507,1G1024581000100,HORMONA LIBERADORA DE GONADOTROPINAS HIPOFISIARIAS HUMANAS,HORMONA LIBERADORA DE GODOTROPINA,SOLUCION INYECTABLE,100,MCG/ML,CAJA X 1 VIAL,0
508,1G1032531000100,GENERADOR DE GERMANIO-GALIO 68GE/68GA,NO REPORTADO,VARIAS,20,MCI,(UN) GENERADOR,0
509,1G1035871000100,GIVOSIRAN,GIVLAARI,SOLUCION INYECTABLE,189,MG/ML,CAJAS X 1 VIAL DE 1 ML,0
510,1G1036161000100,GOLODIRSEN,VYONDYS 53,SOLUCION INYECTABLE,50,MG/ML,VIAL X 2ML,0
511,1G1036161001100,GOLODIRSEN,VYONDYS,SOLUCION INYECTABLE,50,MG/ML,CAJAS X UN (1) VIAL DE 2 ML,0
512,1G1036621000100,GENERADOR DE GALIO68/ CLORURO,ITHEMBA,SOLUCION INYECTABLE,1850,MBQ,CONTENEDOR X 6 ML,0
513,1G1036671000100,CLORURO DE GALIO,ECKERT ZIEGLER,SOLUCION INYECTABLE,0.4625,MBQ,VIAL 4000 MICROLITROS,0
514,1G1041581000100,GILTERITINIB,XOSPATA,TABLETA,40,MG,CAJAS X 84 TABLETAS,0
515,1G1060211000100,GUANFACINA,INTUNIV,TABLETA,3,MG,CAJA X 28 TABLETAS,0
516,1G1060211000102,GUANFACINA,INTUNIV,TABLETAS DE LIBERACION MODIFICADA,3,MG,FRASCOS X 100 TABLETAS,0
517,1G1060211001100,GUANFACINA,ALEMBIC,TABLETAS DE LIBERACION MODIFICADA,3,MG,FRASCOS X 100 TABLETAS,0
518,1H1000291001100,HIDRALAZINA CLORHIDRATO,HIDRALACK,SOLUCION INYECTABLE,20,MG/ML,CAJAS. CADA CAJA CON 10 AMPOLLAS,0
519,1H1000291001101,HIDRALAZINA CLORHIDRATO,HIDRALACK,SOLUCION INYECTABLE,20,MG/ML,CAJAS. CADA CAJA CON 5 AMPOLLAS,0
520,1H1007141000100,HORMONA PAROTIROIDEA,NATPARA,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,50,MCG/U,DOCE (12) CAJAS. CADA CAJA INCLUYE DOS 2 CARTUCHOS; Y CADA CARTUCHO CONTIENE 700 ΜG DE HORMONA PARATIROIDEA (ADNR) Y 1000 ΜL DE DISOLVENTE,0
521,1H1007141000101,HORMONA PAROTIROIDEA,NATPARA,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,50,MCG,CAJA X 2 CARTUCHOS,0
522,1H1007141002100,HORMONA PAROTIROIDEA,NATPAR,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,50,MCG,CAJA X 2 CARTUCHOS,0
523,1H1011461001100,HALOPERIDOL,LABORATORIOS BIOSANO,SOLUCION INYECTABLE,5,MG/ML,CAJA X 100 AMPOLLAS X 1 ML,0
524,1H1011601000100,HIALURONIDASA,HYLASE,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,150,UI/VIAL,CAJAS POR 10 VIALES,0
525,1H1012341000100,HIDROCORTISONA,CORTEF,TABLETA,10,MG,FRASCOS X 100 TABLETAS,0
526,1H1014241004100,HIDROXICLOQUINA,NO REPORTADO,TABLETA,200,MG,CAJA X 100 TABLETAS,0
527,1H1014241006100,HIDROXICLOROQUINA,HIDROXICLOROQUINA,TABLETA,200,MG,CAJA X 100 TABLETAS,0
528,1H1014241007100,HIDROXICLOQUINA,FLOURISH PHARMA,TABLETA,200,MG,CAJA X 45 TABLETAS,0
529,1H1014241008100,HIDROXICLOROQUINA,INNOVA CAPTAB,TABLETA,200,MG,CAJA X 45 TABLETAS,0
530,1H1014241010100,HIDROXICLOROQUINA,NO REPORTADO,TABLETA,200,MG,CAJAS X 45 TABLETAS,0
531,1H1014241011100,HIDROXICLOROQUINA,NO REPORTADO,TABLETA,200,MG,CAJAS X 30 TABLETAS,0
532,1H1014241013100,HIDROXICLOROQUINA,UNIQUIN,TABLETA,200,MG,CAJAS X 60 TABLETAS,0
533,1H1019581002100,"HEPATITIS B, ANTIGENO PURIFICADO (HBSAG)",VECON,SUSPENSION INYECTABLE,20,MCG/DOSIS,JERINGA PRELLENADA X 1ML,0
534,1H1020081000100,HEMINA HUMANA - NORMOSANG,NORMOSANG,SOLUCION INYECTABLE,25,MG/ML,CAJA X 4 AMPOLLAS DE 10 ML,0
535,1H102711001100,"HEPATITIS B, ANTIGENO PURIFICADO",REVAC-B,SUSPENSION INYECTABLE,0.02,MG/ML,CAJAS X 225 VIALES,0
536,1H1027911000100,VACUNA DE LA HEPATITIS B (RADN) (ADULTOS)-ANTIGENO DE SUPERFICIE DEL VIRUS DE LA HEPATITIS B.,NO REPORTADO,SUSPENSION INYECTABLE,0.02,MG/ML,CAJAS X 1 VIAL,0
537,1H1027911001100,VACUNA HEPATITIS B –VIRUS INACTIVADO- ANTIGENO DE SUPERFICIE DEL VIRUS DE LA HEPATITIS B (HBSAG),REVAC- B,SUSPENSION INYECTABLE,20,ΜG/DOSIS (1ML),CAJAS. CADA CAJA CON UN (1) VIAL DE 1 ML.,0
538,1H1027911002100,VACUNA CONTRA LA HEPATITIS B,NO REPORTADO,SUSPENSION INYECTABLE,20,MCG/ML,CAJAS. CADA CAJA CON CUARENTA Y OCHO (48) VIALES,0
539,1H1027911003100,VACUNA-HEPATITIS B-VIRUS INACTIVADO,RECOMVAX B,SUSPENSION INYECTABLE,20,MCG/ML,CAJAS X 1 VIAL,0
540,1H1027911004100,"HEPATITIS B VACUNA, ANTIGENO PURIFICADO",ELOVAC-B,SUSPENSION INYECTABLE,20,MCG/DOSIS,CAJAS. CADA CAJA CON 10 VIALES X 1ML,0
